Keyword,Keyword_ID,Category,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
excel mail merge,2,Data & AI,5,5,590,56,0,14,0,0,0.01,0,"[41,30,24,24,30,24,16,16,20,24,24,20]",18-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,Organic
rom pricing,20,Others,2,2,480,39,0,14,0,0,0,69600000,"[16,45,30,45,36,67,30,20,30,36,67,24]",14-01-2025,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what is digital marketing and how does it work,7,Marketing & SEO,2,2,480,59,2.55,14,0,35,0.53,2850000000,"[12,29,29,23,29,44,54,81,100,67,81,81]",23-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search, AI overview",informational,Organic
data science courses,2,Data & AI,12,10,2900,72,7.81,14,0,109,0.43,1730000000,"[53,66,44,53,53,53,35,35,35,100,44,35]",26-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search",commercial,Organic
how to turn excel data into graph,20,Others,1,1,170,46,0.67,14,0,9,0.01,96900000,"[17,43,17,10,43,66,35,35,43,100,53,28]",23-01-2025,"Image pack, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
free online learning courses with certificates,15,Education & Certification,5,5,320,82,3.67,14,0,51,0.5,337000000,"[18,3,15,11,15,81,54,66,81,100,100,81]",20-01-2025,"Sitelinks, Reviews, Video, Related searches, Discussions and forums, People also search",commercial,Organic
vlookup how to,20,Others,3,3,480,58,0.11,14,0,1,0.01,14000000,"[13,20,20,16,20,16,20,16,16,16,20,16]",25-01-2025,"Sitelinks, Video, People also ask, Related searches",informational,Organic
static data type in java,1,Programming & Development,5,5,590,46,0,14,0,0,0,89100000,"[76,100,45,36,55,45,24,24,24,30,55,16]",19-01-2025,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
what is a virtual function c++,1,Programming & Development,1,1,110,52,0,14,0,0,0,21500000,"[11,4,7,7,4,4,4,5,4,3,7,4]",08-01-2025,"Sitelinks, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
how to remove duplicate records from excel,20,Others,3,3,590,46,0.05,14,0,0,0,26800000,"[100,8,0,0,0,67,67,76,76,36,55,0]",18-01-2025,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
instagram vs facebook,20,Others,3,3,590,33,0,14,0,0,0,4920000000,"[36,36,36,36,30,36,36,36,36,36,45,45]",14-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
tags in html meaning,1,Programming & Development,1,1,110,66,0,14,0,0,0,128000000,"[82,64,41,64,100,64,52,41,64,52,52,41]",11-01-2025,"Sitelinks, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
lock cells in formula excel,20,Others,3,3,590,37,0,14,0,0,0,7310000,"[52,68,1,0,31,31,31,0,46,46,16,68]",20-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
coding for programming,1,Programming & Development,1,1,110,78,5.4,14,0,75,0.29,730000000,"[0,0,36,0,0,6,6,12,4,100,4,4]",22-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, People also search, AI overview",informational,Organic
sql where does not equal,1,Programming & Development,5,5,590,31,0,14,0,0,0,67200000,"[11,16,16,34,5,34,11,16,20,16,30,20]",19-01-2025,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
azure what,3,Cloud & DevOps,1,1,2900,74,3.44,14,0,48,0.06,590000000,"[0,100,100,66,53,0,44,66,53,35,53,29]",24-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Twitter carousel, Related searches, People also search",informational,People also ask
technological literacy,20,Others,2,1,480,31,2.44,14,0,34,0.01,256000000,"[26,88,59,39,32,59,32,26,88,48,32,59]",27-01-2025,"Knowledge panel, Reviews, Video, Featured snippet, Image, People also ask, AI overview",informational,Organic
excel compare columns for matches,20,Others,1,1,210,40,0.06,14,0,0,0.01,17300000,"[11,15,15,18,100,66,18,44,44,54,35,18]",09-01-2025,"Image pack, Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,AI overview
what does virtual mean in c,20,Others,4,4,590,37,0,14,0,0,0,603000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",20-01-2025,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
big o notation in computer science,20,Others,1,1,110,64,0,14,0,0,0.01,57600000,"[15,28,28,34,15,34,21,28,28,100,43,28]",14-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches, AI overview",informational,Organic
excel vlookup tutorial,15,Education & Certification,5,5,590,63,0.71,14,0,9,0.02,0,"[20,30,36,30,45,16,36,16,36,36,45,62]",19-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
supervised learning vs unsupervised learning,20,Others,11,11,3600,58,1.88,14,0,26,0.03,79000000,"[53,100,44,81,81,81,35,44,35,53,66,81]",23-01-2025,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
in excel concatenate formula,20,Others,4,4,590,48,0,14,0,0,0,7990000,"[76,100,100,24,36,20,16,8,76,45,24,24]",16-01-2025,"Image pack, Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
datetime in sql format,1,Programming & Development,5,5,590,65,0,14,0,0,0,51500000,"[76,67,45,36,67,55,55,55,55,30,55,20]",21-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
devops engineer position,3,Cloud & DevOps,3,3,480,41,2.47,14,0,34,0.14,26700000,"[5,5,20,20,68,5,16,16,100,52,13,11]",03-01-2025,"Reviews, People also ask, Related searches",commercial,Organic
percentage discount formula excel,20,Others,1,1,110,59,0,14,0,0,0,120000000,"[34,43,34,43,21,21,28,28,53,28,28,21]",05-01-2025,"Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
program coding,1,Programming & Development,3,3,480,100,5.4,14,0,75,0.29,751000000,"[20,8,100,8,4,13,20,4,10,24,24,10]",08-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
data analyst roles,20,Others,3,3,480,41,1.96,14,0,27,0.19,224000000,"[32,88,32,59,32,39,26,26,100,59,48,39]",19-01-2025,"Image pack, Sitelinks, Video, People also ask, Related searches, People also search","commercial, informational",Organic
typeof javascript,1,Programming & Development,9,6,1600,45,0,14,0,0,0,19100000,"[16,23,29,23,19,19,29,19,29,19,16,19]",26-01-2025,"Sitelinks, Video, People also ask, Related searches",informational,Organic
what is mern stack,20,Others,3,3,480,39,1.62,14,0,22,0.03,8450000,"[66,100,100,100,81,81,81,66,66,81,66,54]",20-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches, People also search",informational,Organic
c++ string printf,1,Programming & Development,2,2,110,47,0,14,0,0,0,0,"[52,42,66,66,42,42,42,52,42,33,66,42]",18-01-2025,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
mobile application testing interview questions,12,Mobile Development,2,2,110,27,0,14,0,0,0.01,156000000,"[53,26,42,26,42,34,42,34,42,42,42,34]",31-12-2024,"Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
html5 vs ehtml,1,Programming & Development,3,3,480,48,0,14,0,0,0,292000000,"[100,0,0,0]",01-01-2025,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
python development environments,1,Programming & Development,1,1,110,65,2.97,14,0,41,0.2,187000000,"[21,81,43,34,21,15,28,15,100,21,21,9]",19-01-2025,"Carousel, Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",commercial,Organic
s curve graph,20,Others,3,3,590,27,0,14,0,0,0,231000000,"[67,67,67,67,81,81,36,36,36,67,54,54]",15-01-2025,"Image pack, People also ask, Related searches",informational,Organic
what does .strip do in python,1,Programming & Development,3,3,590,38,0,14,0,0,0,93,"[32,9,59,59,100,9,39,48,5,88,100,88]",17-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
the padding,20,Others,12,12,3600,63,0.91,14,0,12,0.09,168000000,"[100,66,100,100,36,24,24,81,43,15,8,5]",26-01-2025,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
validate email in js,2,Data & AI,2,2,110,32,0,14,0,0,0,83800000,"[17,43,0,0,100,53,0,0,43,43,53,28]",23-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
t sql if statement,1,Programming & Development,7,7,480,31,0,14,0,0,0,119000000,"[66,81,100,81,15,81,66,100,100,100,66,66]",21-01-2025,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
how to do standard deviation on excel,20,Others,2,2,480,45,0.02,14,0,0,0,50600000,"[0,4,7,2,2,5,0,0,1,100,44,16]",23-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
transpose data excel,20,Others,4,4,590,49,0,14,0,0,0,0,"[24,55,36,24,30,55,20,24,45,45,67,100]",17-01-2025,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
how does digital marketing work,7,Marketing & SEO,3,3,590,61,3.53,14,0,49,0.46,1830000000,"[54,81,66,81,100,100,100,100,100,54,54,66]",20-01-2025,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, People also search, AI overview",informational,Organic
percentage of a number,20,Others,10,10,3600,83,0.42,14,0,5,0.04,2560000000,"[81,81,66,81,81,53,44,53,66,66,53,53]",25-01-2025,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Questions and answers",informational,Organic
ceh certification cost,15,Education & Certification,4,4,590,36,3.34,14,0,46,0.33,1920000,"[67,81,81,54,54,67,54,67,44,44,67,54]",13-01-2025,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
how i use vlookup in excel,20,Others,4,4,590,57,0.06,14,0,0,0.01,0,"[0,0,0,0,0,0,55,20,100,16,24,13]",18-01-2025,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
c interview questions,20,Others,8,8,590,43,0.39,14,0,5,0.05,0,"[32,39,59,72,72,72,21,100,88,59,59,48]",21-01-2025,"Image pack, Sitelinks, Related searches, Discussions and forums",informational,Organic
rank command in sql,1,Programming & Development,4,4,590,34,0.04,14,0,0,0.04,13900000,"[67,0,81,100,81,67,54,67,81,44,67,23]",18-01-2025,"Sitelinks, People also ask, Related searches",commercial,Organic
open vba in excel,20,Others,3,3,480,46,0,14,0,0,0,0,"[54,81,54,81,66,66,66,54,36,81,66,44]",20-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, People also search",informational,Organic
how does the selection sort work,20,Others,1,1,210,49,0,14,0,0,0,470000000,"[65,53,81,81,100,65,15,15,15,65,81,81]",08-01-2025,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
what does a data analyst do,20,Others,21,20,9900,27,2.03,14,0,28,0.23,480000000,"[54,81,81,66,81,81,66,66,100,81,100,66]",26-01-2025,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, People also search",informational,Organic
artificial intelligence tutorial,2,Data & AI,7,7,480,55,4.05,14,0,56,0.43,217000000,"[67,44,81,67,67,81,67,15,54,19,10,44]",16-01-2025,"Sitelinks, Reviews, Video, Related searches",informational,Organic
what is data standardization,20,Others,1,1,110,24,0,14,0,0,0,127000000,"[14,22,35,22,22,22,22,29,22,35,35,22]",13-01-2025,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how does technology impact our lives,20,Others,1,1,110,58,0,14,0,0,0.01,816000000,"[12,17,17,12,17,12,5,5,23,53,100,82]",22-01-2025,"Sitelinks, Video, Featured snippet, People also ask, AI overview",informational,Organic
data mining machine learning,2,Data & AI,1,1,110,36,4.73,14,0,66,0.06,168000000,"[52,82,52,64,82,64,52,82,64,100,64,100]",20-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, People also search, AI overview",commercial,Organic
threading python,1,Programming & Development,4,4,2900,61,0.37,14,0,5,0,80100000,"[19,13,23,36,23,19,15,29,15,19,15,29]",25-01-2025,"Sitelinks, Video, People also ask, Related searches",informational,People also ask
seaborn python,1,Programming & Development,7,8,2900,58,2.52,14,0,35,0.02,12100000,"[54,54,81,54,100,54,54,43,54,65,65,65]",26-01-2025,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
update command in sql,1,Programming & Development,13,13,3600,59,5.29,14,0,74,0.01,108000000,"[19,54,66,29,54,100,1,12,44,44,66,29]",23-01-2025,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
top skills for data scientist,20,Others,1,1,110,43,2.06,14,0,28,0.02,176000000,"[6,6,34,9,28,28,53,43,21,34,43,100]",22-01-2025,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
string substring c++,1,Programming & Development,5,5,320,27,0,14,0,0,0,92,"[2,5,7,8,2,0,0,0,0,2,2,1]",18-01-2025,"Image pack, Sitelinks, Related searches",informational,Organic
rom price,20,Others,4,4,590,39,0,14,0,0,0,512000000,"[36,67,55,45,45,45,45,55,45,55,55,45]",21-01-2025,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
cyber security job demand,4,Cybersecurity,1,1,110,59,4.04,14,0,56,0.16,65300000,"[52,100,82,52,64,64,41,52,64,64,64,52]",05-01-2025,"Sitelinks, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
.net inerview questions,20,Others,2,2,110,33,0,14,0,0,0,36900000,"[66,54,81,0,0,0,0,0,0,0,0,0]",31-12-2024,"Image pack, Reviews, People also ask, Related searches",informational,Organic
software meaning,1,Programming & Development,11,11,2900,76,3.15,14,0,44,0.01,2570000000,"[16,65,81,65,54,65,54,65,81,81,65,54]",23-01-2025,"Instant answer, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, People also search",informational,Organic
not equal sign in sql,1,Programming & Development,4,4,590,40,0,14,0,0,0,73400000,"[48,72,48,59,59,88,72,48,48,72,88,39]",18-01-2025,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",transactional,Organic
what is a brand strategist,20,Others,1,1,110,24,1.61,14,0,22,0.03,148000000,"[28,35,43,35,35,28,17,23,28,35,35,35]",04-01-2025,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
percent of excel,20,Others,2,2,480,59,0.05,14,0,0,0,225000000,"[52,25,31,25,31,20,13,20,11,11,16,25]",24-01-2025,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
split in python',1,Programming & Development,4,4,590,53,0,14,0,0,0,106000000,"[66,81,100,81,81,66,54,66,54,81,100,66]",18-01-2025,"Sitelinks, Reviews, Video, People also ask, Discussions and forums",informational,Organic
ethical hackers,20,Others,1,1,1300,57,3.95,14,0,55,0,20000000,"[54,79,100,54,79,36,36,24,30,100,79,30]",24-01-2025,"Knowledge panel, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches, Things to know",informational,Things to know
using dalle,20,Others,2,2,110,57,0.95,14,0,13,0.17,44900000,"[34,26,34,100,80,42,53,19,34,26,7,26]",03-01-2025,"Sitelinks, Video, People also ask, Related searches",informational,Organic
python comparison operators,1,Programming & Development,4,4,590,40,0,14,0,0,0,0,"[45,55,55,45,45,55,45,24,36,76,55,24]",18-01-2025,"Image pack, Video, Featured snippet, People also ask, Related searches",commercial,Organic
analist,20,Others,2,2,1300,22,3.63,14,0,50,0.01,24500000,"[34,65,30,34,44,30,34,34,44,44,100,55]",25-01-2025,"Reviews, People also ask, Related searches, Things to know","commercial, informational",Things to know
